text,favoriteCount
Im just about to finished Harry Potter and the Half Blood Prince. I would appreciate your support at this time.,1
@gvbbyj CALM THE FUCK DOWN HARRY POTTER IS  GOLDEN AND HUNGER GAMES SLAPPPPSS,0
I got Ravenclaw!! https://t.co/2HmjtHZlS2,0
Harry Potter #teriscreations #harrypotter #amigurumi #minidoll #crocheteveryday #crafting #cute #adorable https://t.co/QD2hlJe7u9,0
"On page 26 of 248 of Harry Potter and the Philosopher's Stone, by J.K. Rowling https://t.co/EGyoptEm7b",0
@poIyleritae And I had such hope what with Harry Potter and all that young people were going to be bigger readers than before,1
harry potter is not included in the white men because hes actually a poc legend . jkr inadvertently giving us bi AND poc harry ..... yes,1
"Should I binge watch the Harry Potter movies today, or binge watch Avatar the Last Airbender from season 1, for this fine holiday.",0
"Alex, 5, is currently reading George's Marvellous Medicine &amp; Harry Potter and the Philosopher's Stone  
#BBCBitesizeDaily",1
@luverrrz I dont like Harry Potter so... https://t.co/XMjBgnDbEa,0
"Obvio

I got Slytherin!! https://t.co/FhHM6uCk7L",1
"@rockyandmayur ! If there were two books , that I could read at any point of time  , however my mood is , they shou https://t.co/XfSvQezcgv",6
@ejreports You've just made it clear I need to use these Quarantine hours to finally watch the Harry Potter series. https://t.co/DXFd6f9GYx,0
i cannot believe people still talk about their Harry Potter houses ? ur 30 don't u have friends husband's to gossip abt,0
i love harry potter omg https://t.co/0RnerkboUD,3
&lt;3 I got Hufflepuff!! https://t.co/sLJbqdb6jf,0
@TurnbullMalcolm Bought a copy of your book first thing this morning.  Reminded me of the exciting times I stood wa https://t.co/sjYgQL4sRI,0
"Y'ALL. 

THEY'RE PORTKEYS.

IT'S HARRY POTTER THEMED. 

THE GOLD? THE TELEPORTING? TIME TRAVEL? https://t.co/NLZ5xA02Tb",6
Harry potter ++ ou twilight https://t.co/Q2yZYCGGf4,0
"Me: Ive got a work call. Listen to Harry Potter, only interrupt if its an emergency.

5 minutes into the call, in https://t.co/IIWU7QUdmf",2
Harry potter https://t.co/MXTRqB7635,0
@rosieeeeposey @shreyabasu003 &gt;imagine thinking Harry Potter is good,0
saw my reflection in the mirror and blew a kiss at it. then I punched the mirror into a million pieces. then I carv https://t.co/qIp2BNNVZl,0
@GBSMrCourtney @MissWard_GBS @GoresbrookSc @winston_way @ManorSalisbury @WalthamstowPrim 13. charlie and the chocol https://t.co/cARqRkxIHt,0
"@NicholasFerroni I went to each house and did a surprise porch drop. It had candy, a note, and Harry Potter goodies https://t.co/WsnxM4rsah",11
@meganarchism Doctor who/ Harry potter,0
@LeaMikkola @John_B_Cole @BaesC1 @dadyo32 @cmaltecca At least you gave it a go! I have flat out refused to read any https://t.co/Ze6dOtHutY,1
"`Handmaids Tale, Harry Potter on challenged books list https://t.co/PzfiPkvP30",0
I think its time to rewatch the Harry Potter series since the shabaka is so bad ,0
Can @NintendoUK please make a Harry Potter game (thats not lego) ,1
@MiguelFuller lets start calling @ScottTavlin Tonks since his hair is pink now like Tonks hair was in the Harry Potter books  @Hot1015,2
@stupidholland Did u not watch the interview as a kid he read all Harry Potter books it was during onward he said,0
@Gadgets360 Harry Potter ,0
"`Handmaids Tale, Harry Potter on challenged books list https://t.co/PaiaLNZAss",1
"Movie &amp; Serie 

@cryptomenjo ""Ey look! Harry Potter and Steve Buscemi"" 

Me ""your wrong , thats Daniel Radcliff https://t.co/tQnGRyaVLo",0
@GG_withdrawal @DocV501 @Steven_Younger_ @bentargaryen @mcukendrick You raise a good point and have humiliated me. https://t.co/1tA67ZwIf1,0
My twitter name really is a Harry Potter book,8
"#SalazarSlytherin: In #ArunachalPradesh, a new viper species is named after #HarryPotter character
https://t.co/C66p25Qw66",0
I want to make a lot of potterhead friends to share the Harry Potter seriess information and to skill up my Englis https://t.co/OoCgI477q1,2
"Harry Potter?
9 and 3/4? https://t.co/d2NsxTYJg4",1
Put Harry Potter on Netflix!,3
@KirbyBros2 Harry Potter,0
@cesc4official So which one is it? Harry potter or lord of the rings? #Askcesc,0
"@docklohns Coincidentally, Today I started the first Harry Potter book in japanese haha",1
If @seventeen does another my bestie picks my bae Harry Potter edition can I be one of the contestants because I will knock them all out,1
harry potter. https://t.co/Zn0TTweazU,0
theres a difference between taking the piss out of people whos entire personality has revolves around Harry Potte https://t.co/KlmN5qyj3N,21
"@visionarty2 @LAndHAreMyKings He is like Harry Potter 
In the Closet",0
@MatthewLillard Perhaps is they make a Potterverse film that is after the Harry Potter films you can be Neville Lon https://t.co/Bfdr5Ncx0P,0
Harry Potter  The Rap https://t.co/XJrZVuz6Mm via @YouTube That laugh though ,1
@TheMercurySA SAA is bust! What do they want to fly once the leased aircraft gets repossessed? Brooms like Harry Potter?,0
"@BluredR Gusto exquisito

Harry Potter  
Percy Jackson  
Haikyuu  
Kimetsu no Yaiba  
Boku no hero
Mystic Mess https://t.co/fx8aZqluNX",0
kinda wanna get a harry potter tattoo thats like??? Subtle if that makes sense??? Like not OBVIOUSLY harry potter r https://t.co/aIOAfwpLxF,4
"`Handmaids Tale, Harry Potter on challenged books list https://t.co/7TqqI58Mru",0
".@Tawan_V really looks like Daniel Radcliffe (Harry Potter), doesn't he?  What a cool picture! #Tawan_V https://t.co/78CjWJP5X6",0
in the future when i find my man im making him watch the 4th harry potter movie on repeat at least two days a week. https://t.co/x2WC4pEoYS,2
@JaggyL Also you can go to https://t.co/WGNmTJBiUV for childrens books for free. Theres some classics and also so https://t.co/gDkbgU8RuO,0
Nat yelled at Nat while Harry Potter stared in the background,0
The new snapshot proves that Mojang is going above and beyond for this joke to be fair I've never seen or read Harry Potter lol.,0
Harry Potter is THAT saga ,0
"1. All the bright places
2. The Harry Potter series
3. The hobbit
4. Purple hibiscus
5. Secrets https://t.co/dLxy6zNDMk",1
@jk_rowling @EmmaWatson Can you make a new story Harry Potter And The Staff Of Time. Where Reality Suddenly becomes https://t.co/6AX0q6qW1l,0
Potter Harry  https://t.co/qUzwrCHPVm,2
"1. All the bright places
2. The Harry Potter series
3. The hobbit
4. Purple hibiscus
5. Secrets https://t.co/dLxy6zw2nK",1
if any of u r confused as to why i say 'accio ruel' its bc accio is the summoning charm in harry potter ,7
the only thought in my head rn is how Lego Harry Potter: Years 1-4 for the DS is $55.97 + $3.98 shipping on amazon. https://t.co/fdQLSsj7tL,3
@srysse @ObeyMeOfficial1 THIS IS LIKE HARRY POTTER WHERE SCHOOL YEAR IS FUN AND BREAK IS HELL BC UR AWAY FROM LOVES https://t.co/zbm945SCRF,3
@Ready4YourDoom Harry Potter  #NaazOnShehnaaz,0
oh to be a minor role in every harry potter film... and earning big royalties from the movies to this day...lee jor https://t.co/BY0WmDNMoe,4
" - Moonrise Kingdom (2012) 
 - Into the Wild (2007) 
 - Unbroken (2014) 
 - The Shawshank Redemption (1994) https://t.co/G9Fk8DUxi4",1
I got Slytherin!! https://t.co/bOn1Ci6t4B,0
@rilioys @moviemenfes Harry Potter Deathly Hollows,0
@stupidholland Yes as a kid he read the audio Harry Potter books he said in one of the onward interviews so he knows a lot,0
"Today when I woke up I found a slice of cheese, a sock, Harry potter and doug screaming",0
@jeongyonhu @THELEEKNOWN @Delumenator omg yunho... you dare to choose lord of the rings over harry potter... the be https://t.co/2EXIjdY3UQ,0
"HEADLINES: `Handmaid's Tale,' Harry Potter on challenged books list https://t.co/KPGe1CYvRz",0
"@TheStalwart But ofcourse, trade wars are easy to win, right? You just turn up on the day and start waving your Har https://t.co/akIa5BMx86",0
A Harry Potter https://t.co/xbbiMllaet,2
rereading Percy Jackson and Harry Potter made me a changed perzen,0
"@skulnight I meant with that, that the bias of a third party should not damage the source itself.

Let's say I put https://t.co/sdBUV1lr36",2
Meanwhile Im refusing to answer this young man because I said I love Harry Potter and he said omg I love that sho https://t.co/pCUOsoSWi9,1
"Weekly Round-Up: J.K. Rowling Shares Harry Potter Story on Twitter, Daniel Radcliffe in a Kimmy Schmidt... https://t.co/fJtphE7zJZ",0
@cesc4official #AskCesc which do you prefer Harry Potter or Lord of the Rings?,0
@nicktanner98 @WebbedBat @myles_garvey @tomdavies_x @utdgeorgia bro you were in harry potter? https://t.co/TFQrA0qsNn,3
The Harry Potter fandom really is one of the most vile aspects of our society.,0
Nick Cave &amp; The Bad Seeds - O Children (from Harry Potter &amp; The Deathly ... https://t.co/8P71cDCgww @YouTube,0
"@kenarork Countdown, scariest story to tell in the dark, warm bodies, 10 thing i hate about you, the others, war wo https://t.co/YMMVlwMDsV",1
"""Handmaid's Tale, Harry Potter on challenged books list https://t.co/e25hXHcL0v",0
I got Slytherin!! https://t.co/rafpxZK9sK,0
Just did the Harry Potter quiz again to see how its changed and I went Ravenclaw (I think) to Freaking Hufflepuff https://t.co/KDmmZhEAGD,0
"""'Handmaid's Tale,' Harry Potter on Challenged Books List"" by The Associated Press via NYT https://t.co/tyy2Ve4Edl",0
@badtweetfactory Tattoos start hurting like a Harry Potter scar when you need a new one,2
"@junkiouji maze runner, the hunger games, harry potter, all marvel series, nanny mcphee",0
@moviemenfes dumbledore and harry potter is annoying,0
#CBSLibrary is pleased to offer us a weekly #CBSBooksForBoys recommended read Starting us off this week with a clas https://t.co/wieUbKJtYf,1
"Happy Monday! 

Who took part in our Harry Potter Quiz last night? We would love your feedback 

#pubquiz https://t.co/krBLLd7UGm",0
"@KateLaugharne @HazelMinnow You could always back it with wallpaper, there's a blast from the past. Remember when B https://t.co/PEfe7kCdRY",0
@BuddahPotter1 We so wish we had Harry Potter's magic want to make delays/frustrations disappear. Unemployment comp https://t.co/eDGXq53uu1,0
@AlexSpiddleston Harry potter/the witcher,1
Brilliant timing that my @waterstones deliveries arrived on my birthday. Looking forward to getting stuck in to the https://t.co/tM4TDrDmsK,0
@KowalskisQueen 15) And we still love them so much. Fantastic Beasts is a complete new journey and CoG was proof th https://t.co/iRxz6G1wwl,1
I got Ravenclaw!! https://t.co/Rmc2klfrAM,0
"I follow one subject that sounds like a goddamn Harry Potter book:
Science Philosophy and the History of Education and Educational Sciences",0
"#UnusualItem #History 

#1 Game of Ur &lt;really good game as well.

Also, the second image. Viking Chess Pieces (Lewi https://t.co/0k793Lp9Vg",0
Newly-released top challenged books of 2019. Harry Potter again...still a prominent pattern of targeting LGBTQ+ tit https://t.co/mjBoqk6iN2,1
"Wake Up Sid
YJHD
Ram Leela
Hellaro
Harry Potter https://t.co/u2jJlEFD8f",1
@HawleyMO I believe this is Rubios thing.  Get your own gimmick.  Maybe quote another fantasy book like Harry Pott https://t.co/pJfhQYZUx4,1
Harry potter https://t.co/2TVy2RsyNg,0
"If Harry Potter went back to Hogwarts as a teacher for students not living up to their potential, and those student https://t.co/t1et0RYjQc",0
@enzboa sometimes shortly after harry potter is when it really took off,5
@sean_gulleyryan @DKL20191 @rosieeeeposey @shreyabasu003 She never said she only reads Harry Potter tho she just sa https://t.co/oO6Lyr4QWx,0
@Niramour Harry potter and the vanishing library ,1
"'Harry Potter, the boy who lived.. come to die' https://t.co/24yTLpCHLp",1
3. Harry Potter  https://t.co/G4oLZ75ZXn,0
Im finna get my workout in now cause once I start smoking I aint doing shit else today but watching Harry Potter https://t.co/qE5nfw14U1,1
@THELEEKNOWN @YOUN6KANG @jeongyonhu @taetyang I do love Harry Potter same like you guys. ,0
@iamnotbenjikrol omg harry potter https://t.co/Z9k8cnXbCP,2
@moviemenfes Harry potter,0
Harry Potter and the Philosophers Stone Chapter 11 reading by Mrs Tyers is now on Weduc. There is also a short Harry potter quiz at the end,1
@UncleSmish @ul_tim_8 @El_buzi @taslimOseni @Onosiosimi @Tybobo_ @koonbey1 @HalimatOjone @Animashaun_ @JE_dna https://t.co/rlqrr9BIrU,3
On dirait dobby de Harry potter https://t.co/LUomLsPWNK,1
"Yall Im applying for that Harry Potter marathon job and I need more twitter followers so like, tell your friends to follow me",0
I need someone whod be down to do a Harry Potter marathon with me,0
"On this day, i found out that @SJMaas and i have both been sorted in the same Harry Potter house (Hufflepuff) and I https://t.co/qhS4n3qJA5",0
Why do you have two sets of Harry Potter books? https://t.co/mXQ3Qt6LHG,1
"Do not pity the dead Harry. Pity the living and above all, those who live without love. 
 J.K Rowling, Harry Potter and the Deathly Hallows",0
"if you like harry potter, would you like to be part of a group chat? we talk about anything! if youd like to join, https://t.co/xsou886sJI",2
"Hey Muggles, here's how you can get paid to watch Harry Potter! 

https://t.co/UlYtHfTzZJ",4
; Harry Potter and the goblet of fire,0
harry potter cwinge,1
Harry Potter https://t.co/yXQr7lvPbu,0
"`Handmaid's Tale,' Harry Potter on list of challenged books https://t.co/8aFrttG7z2",0
"Harry Potter Quiet Book - Privet Drive #Tutorial1 https://t.co/GZFrnvkwci via @YouTube 

#HarryPotter #hogwarts https://t.co/jkWIQ6qiSq",0
@celticbhoy73 @Gamcna LOTR is one of the most epic books ever written. There is a massive sense of achievement when https://t.co/SrUqzKRiN7,1
"What book completely surprised you by how much you liked it? 

I had a bias against Harry Potter without reading it https://t.co/muycQSdsKm",0
harry potter https://t.co/3QlFfwJw9g,0
@YOUN6KANG I MEAN I CHOOSE HARRY POTTER.,0
@tbdtnce Harry Potter,0
I want to see @aardman do a Harry Potter story,0
Some new links including NASA STEM for grades 5-8 and more Harry Potter https://t.co/CX3IsVpHkB,0
"Today when I woke up I found John, Rosie, Harry potter and doug screaming",0
@YOUN6KANG HARRY POTTER?!?!?!,0
"Harry Potter Messenger Bag- Deathly Hallows

How will you use the Deathly Hallows? For the greater good, or for you https://t.co/TP7GAV3Zxf",2
I just signed up to get paid to watch every harry potter movie ,0
harry potter is a gilip0llas https://t.co/dqwt2qwdFM,0
"Emma Watson wrote the Harry Potter series, period https://t.co/KpbVwfKViO",2
I know that Harry Potter shelf heavy as shit https://t.co/hRmvjgH3U2,0
"@jeongyonhu @YOUN6KANG @THELEEKNOWN @CARRlEKIM that's what you get for not stanning harry potter, a man with no taste!",0
@YOUN6KANG @jeongyonhu @taetyang @CARRlEKIM Honestly how could you not like Harry Potter and lives. Kids these days.,0
"@YOUN6KANG Wait. Let me know the answer, you choose Harry Potter or LOTR? ",0
"which series is the best?  
 1.harry potter
2. Fast and furious",0
@icedcitruss @blingbling_boi I cant believe she wrote the Harry Potter books UGHH such a queen ,1
Its a perfect Harry Potter marathon type of day.,0
"@Ready4YourDoom @bindu53070037 Harry Potter 
#NaazOnShehnaaz",0
"`Handmaid's Tale,' Harry Potter on challenged books list https://t.co/ITYU5Ipzxw",0
"Harry potter 
Twilight https://t.co/uVkdfJptUF",1
Okay but why did I have a harry potter dream nd a part of it was that george and rom were about to duel. And instea https://t.co/VVvpeOkGRI,0
Come thru Moving pictures Harry Potter vibes https://t.co/iHWuxSiImv,0
"Handmaids Tale, Harry Potter on challenged books list https://t.co/aWjzWgbeQY",0
"`Handmaid's Tale,' Harry Potter on challenged books list https://t.co/UuYUMV2MbL",0
"Tag yourself I'm a combination of ""stay our of my private life"" and Harry Potter https://t.co/50r23fJU1z",0
@ETSshow @scotter @Mattcrophage @ardem_c @MedlawDan @JointReconPAC @CardiacPA1 @JoyHenningsenMD @jointdocShields https://t.co/2v8yzDNcKO,3
"Handmaids Tale, Harry Potter on challenged books list https://t.co/LTVSfyscB8 https://t.co/0ixEew6kUv",0
"@spoonsisjesus96 Idk man, that person has two collections of Harry Potter on the wall LMAO",1
Harry potter  https://t.co/MqoiFggzSt,3
"He would have been so interested to know all this a few months ago, and now it was meaningless compared to the gapi https://t.co/As01tuV5Gd",0
"no one: 

liberals: THIS IS JUST LIKE IN HARRY POTTER WHEN",1
my mom basically yelled at me the other day for watching harry potter so much,0
@Spdyly @melijahpntrll Harry potter and the sex bomb dancers,3
Daniel Radcliffe (Harry Potter) is now in his 30's.  Comes across like a really nice lad on his BBC R4 Desert Island Discs appearance.,0
@jeongyonhu @taetyang @YOUN6KANG I didn't realized that we suck at this someone please tell Yunho to stan Harry Potter. P l e a s e.,0
@ludziczek Harry Potter,1
I got Ravenclaw!! https://t.co/jXxbvug1qP,1
"On page 165 of 870 of Harry Potter and the Order of the Phoenix, by J.K. Rowling https://t.co/XbXcAadjhC",0
I filled out an application to binge watch the entire Harry Potter series and I hope I win,1
  Harry Potter and the Sorcerers Stone,0
The Harry Potter books were the first seven books I ever read and I havent pleasure-read a book since,0
@celticbhoy73 Never seen any Star Wars or Harry Potter!,0
@SleepAddictEm Bloody hell that things huge. Like the one from Harry Potter,0
T yelled at T while Harry Potter stared in the background,0
I could do work OR I could have a Harry Potter marath- oh look the movie is starting,6
I used to say when I was little that I was Harry Potters cousin,1
"he loved them so much that he read books in one go, never having enough of them
he would stay awake at night and wa https://t.co/49rWy1cwgc",0
"Hey @OJHEagles, Harry Potter, Chapter 12 today, read by your very own Nurse Muchna, @aquamom39! #135Learns https://t.co/CmvSAtDNpc",0
you know it might be because i had to pick a Harry Potter house and ive never seen Harry Potter a day in my life ,0
@idolfess harry potter!!,1
@SophiaEHanson I have no problem with the stuff youre reading. But why do you have 2 copies of the Harry Potter series? ,1
Starting Harry Potter as coerced by @heycheeel_,1
@epidomgoly Harry Potter and its consequences have been a disaster for the human race,1
"@AlexSpiddleston Harry Potter, doctor who, supernatural",1
"@Football__Tweet @DeadlineDayLive EASY 
GK KARIUS 
RB GLEN JOHNSON
CB PHIL JONES
CB DEJAN LOVREN
LB HARRY POTTER
RM https://t.co/qQRVcrYyzC",0
"@ChrisVesely @ratemyskyperoom Yes, Harry Potter.",8
Harry Potter https://t.co/EJTC618nfL,0
"90. harry potter, percy jackson or star wars?",0
"@rosieeeeposey @shreyabasu003 ...33 and Re-reading harry potter. And yes, the books are so much better than the mov https://t.co/zClN5VQIsK",0
"I got Captain Marvel, Sansa, and Hermione! FUCK YEAH BBYYYYY https://t.co/wTbQQqn5wZ",0
@nxyxm wasn't this in the first harry potter,0
"@jeongyonhu HOW CAN YOU NOT LIKE HARRY POTTER, OUR OTHER AGENCY IS ABOUT HP. [Cries]",0
me watching harry potter: https://t.co/c9z4Met4j2,1
Why do the deaths in Harry Potter never get easier to read/watch ,1
@loulawrites Only men are allowed to be complex characters in Harry Potter! I love Hermione but her story arch does https://t.co/QQba8c30Ka,4
A Harry Potter spell that would cause your opponent to immediately orgasm would probably be very effective,0
"Nothing Harry Potter themed, thanks.",0
"All of u with a very active social media presence and love Harry Potter this is ur dream job. 
https://t.co/mZ5Buc6X3Z",0
"@hwangeunbhi splendid evening I'm really extremely sorry for my tardiness hope you forgive me, don't mention it. Al https://t.co/hkaanOeQES",0
"@THELEEKNOWN HAHAHAHAHA LMAO I DONT LIKE HARRY POTTER TBH SO I CHOSEN THE SECOND ONE :""",0
whats your Harry Potter house? @achidb #TalkWith9,0
"I have now seen three Harry Potter films: The Philosopher's Stone, The Prisoner of Azkaban, and The Order of the Phoenix. AMA.",0
good morning harry potter,0
"`Handmaid's Tale,' Harry Potter on challenged books list https://t.co/EBLxngN3m2 via @WashTimes https://t.co/NuyLAUUfkc",0
"@literarybase Fantasi: Harry potter, Lockword &amp; Co, Heartless
Klasik: The Little Prince
Misteri: buku2nya Harlan Co https://t.co/pTWySZStu1",0
"so i just ordered my first pair of round glasses. 

can't wait for all the Harry Potter jokes",0
my favorite thing about the Harry Potter series is that everyone got so fed up with jk rowling that she was kicked https://t.co/rhyiD56vJD,0
@haziebubs @svlitxde please do watch Harry Potter and The Chamber of Secrets.,0
@ssaeruom mine's none other than the Harry Potter ofc.,0
Down to the last 2 Harry Potter movies. Getting irrationally angry that they 1. CUT OUT PEEVES and 2. CUT OUT ALL THE ELF PLOT LIKE WTF,0
"QOTD: Whose your favourite Harry Potter character?
.
.
.
Mine is Snape. Yes, he is my favourite now. 
I hated him o https://t.co/rDRihSA5sH",1
@epidomgoly Whats the deal with Harry Potter then? Why does everyone left of center (especially females) think it https://t.co/6nwjXmxeFU,1
@NathanGiese Cant believe you actually read a Harry Potter book,0
"@suhyunatic you most welcome suhyun. I hope you did! Hahah thanks too, woah same taste then well, I guess everyone https://t.co/qWeDpoZvPx",0
"[walking out of the hospital]

harry potter: so i...i gotta be honest im not sure what to call you now

himmionie: https://t.co/gre1ufd8Ie",0
"I mean I get it when it's aimed toward Harry Potter, even though I don't agree with it. It's understandable to be s https://t.co/R63G0T9cQm",0
"""'Handmaid's Tale,' Harry Potter on Challenged Books List"" by The Associated Press via NYT https://t.co/jeDMwf6SM6",0
"Today when I woke up I found Finn, a sock, Harry potter and doug screaming",0
There's a very good chance that all of this coronavirus thing is done by that Dobbie just so he could prevent Harry https://t.co/g2Zi7DWrK2,0
CHOOSE HARRY POTTER YOU ARD. https://t.co/PJuByi9yZs,0
"@marcorubio Stop quoting some old book, you might as well quote Harry Potter as its just as real, if not more so as https://t.co/fOxuD2MKHo",0
5 of 5 stars to Harry Potter and the Goblet of Fire by J.K. Rowling https://t.co/43JBGYZoKQ,0
"@pattersontracy1 @ATGTICKETS @CursedChildLDN I am also quite wary of future bookings, but they sent me this message https://t.co/ZDHEUyV19i",0
Id really like a tv series or movie about the marauders in the Harry Potter universe,0
@EvanPlatinum And the amount of egotism they gain from it that just adds into their already horrible narcissism is https://t.co/DQBmevm0L2,1
Harry Potter. https://t.co/5SXmXyTww0,0
im gonna have a harry potter movie marathon if yall dont hear from me thats why ,3
"@amitybaek Ahahaha I see, I never read Harry Potter series.... thats kinda sad though. T____T Im fine today, than https://t.co/xe5ur3BsqK",0
"Last movie: Harry Potter 
Last song: zindagi Aa Raha hn me
Last text: Car meri drive bhi me kruga
Last food i cooke https://t.co/slCLgjhFzG",1
@jk_rowling @EmmaWatson We are all having weird dreams. Im rereading the great SF fever dreams Where Late the Swe https://t.co/MTgI9zJBVK,0
@tallsnacksnack Wont watch Harry Potter but will power through shit like GOT  sort it out,1
@CaraidOG @Kirsty_H220 Probably some character he saw on TV/film and grew attached to. I have a British accent and https://t.co/pB3FvLuntp,0
"@celticbhoy73 Grease, Harry Potter, Lord of the Rings",1
@Katie_M_G It really is! I love Dawn French  Have you seen the Harry potter parody she did for comic relief years ago?,0
"It's Monday! Which means another #WizardingWatch 
Today at 8PM BST we're watching Harry Potter and the Goblet of F https://t.co/B4ceoBWtVC",0
"You dont understand, Professor. Harry Potters coming  hes got an otter!",0
"there might be a brownout tonight, Im lighting candles and watching Harry Potter ",0
@achidb do you watch harry potter? if u can choose one house at Hogwarts what would it be? #TalkWith9,0
"@Zennistrad it's weird how ""you shouldn't enjoy things for children"" is apparently a consensus position with certai https://t.co/lm2IZNvxNG",0
@markgoldbridge Harry Potter,0
@shreyabasu003 @DiorFujoshi Why does she have the entire Harry Potter series twice,1
"@orapronobisdeum ??
I guess you've never read Harry Potter.  He's a type of Christ.",0
@KezBen I love this Sophie! Who is your favourite character so far? Big Harry Potter fan here from Mrs Taylor  ,1
"Design Your Cupboard Under The Stairs To Find Out Which Hogwarts House You'd Be In https://t.co/LNLngqpN4S
I got: R https://t.co/0RIygyHIfE",0
@OfficialMonstaX All I can think of is in Harry Potter and those portkey transportation things,0
"@DKL20191 @jessxsaintt @rosieeeeposey @shreyabasu003 My parents both like Harry Potter, but they still read actual https://t.co/icPA9HRJsd",0
"As well as all of the activities on our Padlet page to keep your brains active and imaginative, the daily update fo https://t.co/jmFVtV9ui4",0
Harry Potter and the Ruqya of hasanat  - Ft Ron Weasley (Muslim edition) https://t.co/cq0w46RYDt,13
Hot take: the Zombie Apocalypse comparisons are just as tone deaf as Harry Potter comparisons.,0
"Wala na akong mabasa huhu heres some book recs and commentary(???):
1. Harry Potter Series by J.K Rowling
Very goo https://t.co/3SujwLlem7",0
@AlexSpiddleston Marvel and Harry Potter,1
@achidb what character you in harry potter? #talkwith9,0
Harry Potter * https://t.co/aIdfXM9Nja,0
"OMG you guys, now is the chance to do MG HARRY POTTER AU!!! It's fantasy! 

Join us for the fic contest! It's gonna https://t.co/mNv1JxjkcN",7
watching harry potter is not the same as reading harry potter.,0
Riss drank with Parker while Harry Potter read causally in the background,0
@joonmuIIet Oh the harry potter glasses ,1
Mrs. Summey has so many pets!! The chicks will be getting names soon and she will be using a Harry Potter theme to https://t.co/prBZ8q0Pac,0
@AyeyoKEJO Harry Potter and the Failed Restaurant his uncle drove into the ground.,0
"This bench, Harry Potter Mystery at the Carillon by Ken Markiewicz of Crayons Gone https://t.co/p14KRPEHqk",0
I'm sooo looking forward to this Harry Potter movie marathon.,0
@mythicalvee when I was 14 I didn't even drink coffee and I wasn't allowed to read harry potter!!,0
sometimes i think about how in the 5th harry potter movie they had to get 2 identical actors to play mad eye movie https://t.co/DeNiQKUmkF,1
"My mom read the first 2 Harry Potter books to us as kids and then stopped keeping up, and it's become a running jok https://t.co/Zt4BV3Gyi5",0
@BHPSMansfield  Inside George's hospital ward. Lots of serious injuries today- Harry Potter has a basilisk tooth em https://t.co/Oz3BxFidcI,3
"@chanIieputh thank you for the warm welcome, as i hope i'm strong enough to handle the suffering, but i don't know https://t.co/QFCOeRnNHt",0
"I am definitely a huge Harry Potter fan, and there are so many great quotes that are applicable to life from the mo https://t.co/rGqGigpNbj",1
Calling all Harry Potter Fans! Duke Student affairs is sharing a chapter of J.K Rowlings Harry Potter and the Sorc https://t.co/xpZmiH7eDh,0
@bananapeachtwit Harry potter xD,1
@jk_rowling @EmmaWatson I sense a sequel to the Harry Potter books coming,0
"@YUKHEIFI99 marvel, harry potter, mind blowing movie

23?",0
One day we will have a discussion about how and why two of the prettiest girls in Harry Potter (Padma and Parvati P https://t.co/VVZ2YCskMz,8
"From using Easter Eggs instead of netballs &amp; a cameo appearance from Harry Potter, Zebedee Netball Club who play in https://t.co/YRiBBwzLOY",1
@TripsTricks That's some harry potter city,0
"@TheAcademy There are so many, but: 1. Good Willl Hunting. 2. Schindlers list. 3. Inception. 4. Erin Brockovich. 5 https://t.co/L975meiL9F",0
Lego Harry Potter Years 1 thru 4 Epidsode 15 Defeat Of Tom Riddle https://t.co/iS4pp1V31s via @YouTube,0
#dailydoodle nr 9 the last of Harry Potter doodle thing https://t.co/1fv0SVZtC8,1
"6 books

All Harry Potter books (don't pretend it didn't change your life)
What Your Teacher Didn't Tell You, Far https://t.co/6fEndg6G4d",25
"@TheMendozaWoman J.K Rowling is a neoliberal, she'll see Blair as Harry Potter.",0
shes in her harry potter phase,0
Harry potter's yearbook https://t.co/Et0hnRd1q5,3
"@kmkillz This would be shitty no matter what was on those shelves, but like... Ta-Nehisi Coates and Jack Kerouac ar https://t.co/kZUOplWadb",0
what's your harry potter house?  #talkwith9,0
Who's your favorite character in harry potter? @achidb #TalkWith9 #nineshappiness #,0
@satankitties in the last episode this mans looks like harry potter this is a hill i die one,0
@babymangclub right like we're in the middle of a global pandemic ppl r dying ppl have lost their jobs you're not b https://t.co/ZMxt9K57eX,0
read like 6 Harry Potter daejae fics and I feel like I'm ready to finally start writing mine,1
@MOsamaYasin I actually had my first experience with Harry Potter through video games. Played the HP1 and HP2 game https://t.co/OgrOj5FQCC,1
First day properly #workingfromhome. Ive managed to clear most of the Harry Potter jigsaw puzzle off the kitchen t https://t.co/TmZoxnuJvm,13
"@actionfigurc Harry potter, maze runner, twilight, fast furious, avengers saga //",0
Watched all of the Harry Potter movies and I now have no idea what else I could do.,2
@bethquinn111 @ElleBrookeUK U should do Harry Potter together or game of thrones,2
@kinaaantip Harry potter,0
"Question number four.
 deadline  20.02

Harry Potter or Lord of The Rings?",0
Who is your fav character in Harry Potter ? @achidb #talkwith9,0
@LushBrothers @jk_rowling @EmmaWatson I had a dream i was watching Harry Potter but it was really Lord of the Rings,0
@jk_rowling @EmmaWatson Well guess what im always having dreams about being harry potter or being in hogwarts which https://t.co/TOh9b2jGPX,0
@moonstrucklight you missed out https://t.co/Vne498VYkg,1
"@kofoworoIa @Zaynab__K @Bankole_Ocean 6 books 6 people 

Harry Potter and the Goblet of Fire
The thing around your https://t.co/vVKuaBBYtR",2
